Node,PR
C0162768,0.000317973
C0162770,7.65E-06
C0162771,7.64E-06
C0162772,0.000327474
C0162781,9.44E-06
C0162782,9.90E-06
C0162783,4.22E-05
C0162788,6.17E-05
C0162789,1.85E-05
C0162791,2.62E-05
C0162801,0.00031264
C0162802,5.85E-06
C0162810,1.79E-05
C0162820,2.02E-05
C0162823,2.12E-05
C0162825,1.38E-05
C0162830,1.97E-05
C0162834,2.09E-05
C0162835,1.39E-05
C0162836,3.02E-05
C0162838,5.68E-06
C0162847,1.01E-05
C0162855,5.90E-06
C0162857,2.54E-05
C0162858,6.51E-06
C0162859,7.65E-06
C0162861,5.89E-06
C0162864,3.07E-05
C0162869,0.00010752
C0162870,6.82E-06
C0162871,2.16E-05
C0162872,8.07E-06
C0162873,8.04E-06
C0162905,5.58E-06
C0162922,5.72E-06
C0162969,3.67E-05
C0163159,1.12E-05
C0163275,1.57E-05
C0163305,9.57E-06
C0163342,8.14E-06
C0163582,6.99E-06
C0163630,5.76E-06
C0163642,5.77E-06
C0163743,9.33E-06
C0163748,1.03E-05
C0163807,1.14E-05
C0163826,9.35E-06
C0163974,7.46E-06
C0164005,6.64E-06
C0164100,6.79E-06
C0164116,5.54E-06
C0164198,7.78E-05
C0164209,1.44E-05
C0164233,8.89E-06
C0164313,1.52E-05
C0164371,3.00E-05
C0164456,5.68E-06
C0164523,5.60E-06
C0164613,1.26E-05
C0164696,2.29E-05
C0164707,8.44E-06
C0164786,0.000186713
C0164815,1.48E-05
C0165011,5.69E-06
C0165032,1.50E-05
C0165073,1.06E-05
C0165161,5.55E-06
C0165174,7.17E-06
C0165187,5.94E-06
C0165193,9.54E-06
C0165249,7.85E-06
C0165519,9.75E-05
C0165603,5.65E-06
C0165897,6.51E-06
C0166027,5.54E-06
C0166033,5.56E-06
C0166049,2.25E-05
C0166059,5.56E-06
C0166374,5.47E-06
C0166415,3.33E-05
C0166417,9.62E-05
C0166418,3.98E-05
C0166441,8.14E-06
C0166814,5.66E-06
C0166825,5.69E-06
C0166979,1.38E-05
C0167117,1.23E-05
C0167220,9.70E-06
C0167294,5.55E-06
C0167464,2.61E-05
C0167619,2.48E-05
C0167627,2.03E-05
C0167954,1.84E-05
C0168052,5.74E-06
C0168273,3.00E-05
C0168388,7.68E-06
C0168634,5.74E-06
C0168821,1.10E-05
C0168913,2.18E-05
C0168944,6.36E-06
C0168981,1.13E-05
C0169014,8.07E-06
C0169100,5.76E-06
C0169101,3.59E-05
C0169424,2.48E-05
C0169568,7.47E-06
C0169658,2.83E-05
C0169661,3.87E-05
C0169804,5.52E-06
C0169904,8.13E-06
C0169911,1.31E-05
C0169964,1.72E-05
C0170127,5.70E-06
C0170144,2.94E-05
C0170168,1.20E-05
C0170267,5.93E-06
C0170521,2.01E-05
C0170531,5.93E-06
C0170657,7.69E-06
C0170737,1.12E-05
C0171023,2.73E-05
C0171154,5.67E-06
C0171302,5.85E-06
C0171406,2.06E-05
C0171484,1.58E-05
C0171954,7.67E-06
C0171961,7.91E-06
C0172217,2.19E-05
C0172218,1.08E-05
C0172537,4.45E-05
C0172926,1.41E-05
C0172934,5.66E-06
C0173083,5.58E-06
C0173372,5.62E-06
C0173532,9.75E-06
C0173879,5.76E-06
C0173924,1.47E-05
C0174045,6.51E-06
C0174234,6.21E-05
C0174307,5.84E-06
C0174383,1.45E-05
C0174447,5.54E-06
C0174599,1.07E-05
C0174602,7.67E-06
C0174680,5.14E-05
C0174745,1.13E-05
C0174990,2.66E-05
C0175000,5.78E-06
C0175168,7.04E-05
C0175173,1.24E-05
C0175190,1.85E-05
C0175191,8.96E-06
C0175202,5.78E-06
C0175219,7.45E-06
C0175222,8.39E-06
C0175291,5.59E-06
C0175325,9.26E-06
C0175405,2.54E-05
C0175412,1.51E-05
C0175459,5.90E-06
C0175518,1.43E-05
C0175566,5.73E-06
C0175631,0.000168994
C0175637,1.29E-05
C0175641,5.67E-06
C0175648,1.67E-05
C0175649,3.83E-05
C0175659,9.31E-06
C0175661,2.48E-05
C0175663,7.32E-06
C0175693,5.50E-06
C0175694,7.79E-06
C0175697,3.20E-05
C0175702,6.36E-06
C0175718,1.08E-05
C0175720,1.17E-05
C0175722,9.60E-05
C0175723,8.69E-05
C0175726,5.71E-06
C0175727,3.17E-05
C0175730,7.85E-05
C0175731,5.93E-06
C0175733,6.42E-06
C0175735,2.52E-05
C0175745,3.03E-05
C0175754,6.36E-06
C0175763,6.37E-06
C0175776,8.57E-06
C0175778,7.47E-06
C0175795,1.25E-05
C0175798,5.40E-06
C0175808,1.53E-05
C0175814,9.69E-06
C0175815,5.80E-06
C0175816,9.52E-06
C0175817,5.77E-06
C0175824,1.26E-05
C0175838,7.74E-06
C0175860,5.78E-06
C0175898,9.15E-06
C0175906,2.15E-05
C0175907,1.11E-05
C0175925,3.35E-05
C0175947,5.41E-06
C0175952,8.12E-06
C0175959,6.08E-06
C0175962,5.71E-06
C0175969,9.58E-06
C0175989,6.07E-05
C0175996,0.000297728
C0176341,2.48E-05
C0176358,1.02E-05
C0176531,7.77E-06
C0176751,2.55E-05
C0176940,6.95E-05
C0176996,8.35E-06
C0177002,7.93E-06
C0177169,5.87E-06
C0177803,7.38E-06
C0178091,6.36E-06
C0178148,1.20E-05
C0178237,1.39E-05
C0178238,3.41E-05
C0178264,8.24E-06
C0178282,8.25E-06
C0178292,1.48E-05
C0178310,5.53E-06
C0178324,2.87E-05
C0178391,6.36E-06
C0178415,6.36E-06
C0178417,9.88E-06
C0178453,1.15E-05
C0178468,1.43E-05
C0178469,5.58E-06
C0178487,2.47E-05
C0178490,9.48E-06
C0178494,1.19E-05
C0178499,7.57E-06
C0178501,5.74E-06
C0178520,6.62E-06
C0178523,3.42E-05
C0178525,5.82E-06
C0178528,1.57E-05
C0178534,2.16E-05
C0178539,5.47E-06
C0178540,9.91E-06
C0178551,1.35E-05
C0178555,3.89E-05
C0178572,1.71E-05
C0178575,3.38E-05
C0178576,5.87E-06
C0178587,7.99E-06
C0178595,7.98E-06
C0178601,8.43E-06
C0178602,1.18E-05
C0178623,7.43E-06
C0178629,9.90E-06
C0178638,2.28E-05
C0178645,7.66E-06
C0178659,5.97E-06
C0178665,1.97E-05
C0178666,6.52E-06
C0178671,5.92E-06
C0178672,7.26E-06
C0178679,5.63E-06
C0178693,1.18E-05
C0178695,7.20E-06
C0178706,7.58E-06
C0178708,7.45E-06
C0178727,9.38E-06
C0178735,2.74E-05
C0178747,6.24E-06
C0178774,0.000255587
C0178780,1.47E-05
C0178782,1.19E-05
C0178784,0.000670319
C0178802,2.21E-05
C0178803,8.24E-06
C0178824,5.47E-06
C0178825,1.67E-05
C0178827,0.000196202
C0178829,6.36E-06
C0178835,5.36E-06
C0178845,1.41E-05
C0178849,1.71E-05
C0178862,1.87E-05
C0178874,0.000145452
C0178879,1.64E-05
C0178887,2.38E-05
C0178896,5.40E-06
C0178906,1.00E-05
C0178913,0.000107217
C0178916,8.48E-06
C0178932,1.14E-05
C0178951,2.10E-05
C0178959,3.74E-05
C0178987,0.000151787
C0179031,7.74E-06
C0179038,8.04E-06
C0179063,8.58E-06
C0179064,1.52E-05
C0179073,5.60E-06
C0179078,7.10E-06
C0179108,1.13E-05
C0179120,1.06E-05
C0179129,1.35E-05
C0179144,6.06E-06
C0179167,1.28E-05
C0179177,1.34E-05
C0179196,1.26E-05
C0179199,1.38E-05
C0179226,1.57E-05
C0179245,5.69E-06
C0179263,6.20E-06
C0179302,1.69E-05
C0179303,8.51E-06
C0179321,1.65E-05
C0179322,8.32E-06
C0179323,3.57E-05
C0179361,5.58E-06
C0179390,2.31E-05
C0179400,1.39E-05
C0179407,1.39E-05
C0179415,9.98E-06
C0179419,8.75E-06
C0179423,1.05E-05
C0179432,1.61E-05
C0179433,3.61E-05
C0179435,2.48E-05
C0179446,5.49E-06
C0179481,5.88E-06
C0179504,6.36E-06
C0179533,1.75E-05
C0179535,8.40E-06
C0179536,2.48E-05
C0179547,5.73E-06
C0179574,9.95E-05
C0179583,5.48E-06
C0179586,6.37E-06
C0179602,5.61E-06
C0179630,3.30E-05
C0179692,7.74E-06
C0179707,5.49E-06
C0179740,1.26E-05
C0179747,1.28E-05
C0179751,2.48E-05
C0179757,6.36E-06
C0179760,2.15E-05
C0179768,8.24E-06
C0179774,8.22E-06
C0179777,7.70E-06
C0179781,5.84E-06
C0179783,1.49E-05
C0179788,1.10E-05
C0179797,1.24E-05
C0179799,2.48E-05
C0179804,1.08E-05
C0179814,6.01E-06
C0179834,6.02E-06
C0179879,6.20E-06
C0179891,7.71E-06
C0179907,8.80E-06
C0179931,1.66E-05
C0179932,7.80E-06
C0179935,6.07E-06
C0179955,6.05E-06
C0179958,1.42E-05
C0179992,6.86E-06
C0180011,1.02E-05
C0180022,8.02E-06
C0180030,6.90E-06
C0180053,6.22E-06
C0180063,2.48E-05
C0180112,9.44E-06
C0180153,1.05E-05
C0180202,5.67E-06
C0180208,5.67E-06
C0180212,3.50E-05
C0180231,9.66E-06
C0180249,1.20E-05
C0180279,5.93E-06
C0180307,5.55E-06
C0180309,3.27E-05
C0180377,1.05E-05
C0180383,1.33E-05
C0180384,8.37E-06
C0180407,1.62E-05
C0180409,8.91E-06
C0180431,1.75E-05
C0180453,2.56E-05
C0180459,8.03E-06
C0180463,1.79E-05
C0180479,2.37E-05
C0180482,5.93E-06
C0180488,6.19E-06
C0180497,6.22E-06
C0180504,3.44E-05
C0180511,1.25E-05
C0180560,7.45E-06
C0180565,8.58E-06
C0180572,1.23E-05
C0180580,1.55E-05
C0180635,5.68E-06
C0180647,2.48E-05
C0180687,6.21E-06
C0180694,4.04E-05
C0180714,7.54E-06
C0180748,8.13E-06
C0180764,8.87E-06
C0180765,9.59E-06
C0180797,7.57E-06
C0180799,6.10E-06
C0180806,1.19E-05
C0180859,5.82E-06
C0180860,3.46E-05
C0180861,9.84E-06
C0180863,5.85E-06
C0180917,7.50E-06
C0180936,5.80E-06
C0180950,1.69E-05
C0180979,2.54E-05
C0181001,5.49E-06
C0181020,1.71E-05
C0181033,5.71E-06
C0181064,3.88E-05
C0181074,9.31E-06
C0181089,3.33E-05
C0181090,9.12E-06
C0181115,1.51E-05
C0181116,9.31E-06
C0181129,8.25E-06
C0181145,1.82E-05
C0181157,6.36E-06
C0181160,1.01E-05
C0181173,1.04E-05
C0181186,6.02E-06
C0181209,1.80E-05
C0181222,9.03E-06
C0181278,1.51E-05
C0181342,1.02E-05
C0181353,5.60E-06
C0181360,5.86E-06
C0181464,1.43E-05
C0181467,2.67E-05
C0181496,9.94E-06
C0181555,5.69E-06
C0181598,1.79E-05
C0181620,3.50E-05
C0181633,9.93E-06
C0181651,8.00E-06
C0181687,3.44E-05
C0181691,5.77E-06
C0181734,1.15E-05
C0181744,1.51E-05
C0181752,6.17E-06
C0181758,0.000116548
C0181792,6.05E-06
C0181797,1.30E-05
C0181813,5.80E-06
C0181839,3.25E-05
C0181845,1.71E-05
C0181849,2.49E-05
C0181869,6.27E-06
C0181904,3.73E-05
C0181909,8.79E-06
C0181931,6.08E-06
C0181946,7.80E-06
C0181952,5.61E-06
C0181959,1.41E-05
C0181960,6.58E-06
C0181962,1.17E-05
C0181967,7.75E-06
C0181982,8.31E-06
C0181985,8.12E-06
C0182021,1.71E-05
C0182025,2.03E-05
C0182044,2.48E-05
C0182046,2.48E-05
C0182083,5.50E-06
C0182087,6.36E-06
C0182096,6.36E-06
C0182098,1.52E-05
C0182103,1.61E-05
C0182109,2.36E-05
C0182117,2.46E-05
C0182124,9.69E-06
C0182130,8.27E-06
C0182158,4.05E-05
C0182180,7.79E-06
C0182204,7.96E-06
C0182209,3.03E-05
C0182256,6.12E-06
C0182258,6.06E-06
C0182268,5.53E-06
C0182281,5.56E-06
C0182301,5.70E-06
C0182318,5.98E-06
C0182349,5.95E-06
C0182380,1.30E-05
C0182400,0.000243678
C0182433,1.04E-05
C0182437,7.77E-06
C0182481,6.36E-06
C0182494,9.86E-06
C0182537,1.88E-05
C0182555,1.05E-05
C0182568,5.91E-06
C0182576,1.38E-05
C0182634,5.76E-06
C0182638,3.62E-05
C0182639,8.11E-06
C0182957,5.52E-06
C0182965,6.36E-06
C0182966,7.53E-06
C0182997,9.31E-06
C0182998,1.04E-05
C0183014,6.69E-05
C0183044,5.60E-06
C0183086,4.75E-05
C0183089,7.94E-06
C0183109,7.44E-06
C0183115,5.06E-05
C0183185,7.89E-06
C0183210,0.000181783
C0183212,5.66E-06
C0183252,2.48E-05
C0183255,3.18E-05
C0183290,5.55E-06
C0183309,0.000110079
C0183314,1.27E-05
C0183319,8.86E-06
C0183335,7.73E-06
C0183336,5.98E-05
C0183346,2.27E-05
C0183355,5.66E-06
C0183391,5.80E-06
C0183396,2.04E-05
C0183400,5.80E-06
C0183427,1.14E-05
C0183441,2.13E-05
C0183467,5.73E-06
C0183479,2.40E-05
C0183512,6.36E-06
C0183514,1.09E-05
C0183516,1.03E-05
C0183517,7.73E-06
C0183521,5.84E-06
C0183559,2.49E-05
C0183560,5.80E-06
C0183631,5.65E-06
C0183644,1.13E-05
C0183652,6.12E-06
C0183663,1.67E-05
C0183683,2.31E-05
C0183703,8.07E-06
C0183716,1.12E-05
C0183734,1.11E-05
C0183737,5.62E-06
C0183738,1.16E-05
C0183740,1.27E-05
C0183742,2.85E-05
C0183745,6.29E-06
C0183806,5.68E-06
C0183809,1.22E-05
C0183828,6.36E-06
C0183875,7.28E-06
C0183884,1.11E-05
C0183919,3.31E-05
C0183924,5.83E-06
C0183932,7.73E-06
C0183940,6.36E-06
C0183956,9.62E-06
C0183969,1.24E-05
C0184028,1.38E-05
C0184047,2.62E-05
C0184054,2.80E-05
C0184066,1.52E-05
C0184073,5.93E-06
C0184084,5.73E-06
C0184091,6.36E-06
C0184106,5.74E-06
C0184113,1.00E-05
C0184114,3.94E-05
C0184147,1.07E-05
C0184149,7.92E-06
C0184159,3.09E-05
C0184165,2.46E-05
C0184177,8.15E-06
C0184212,9.07E-06
C0184252,9.33E-05
C0184269,5.45E-06
C0184278,5.57E-06
C0184283,1.15E-05
C0184284,5.42E-06
C0184301,9.38E-06
C0184348,3.18E-05
C0184351,5.65E-06
C0184511,9.90E-05
C0184512,1.66E-05
C0184517,8.09E-06
C0184522,5.64E-06
C0184524,5.53E-06
C0184532,2.48E-05
C0184547,9.01E-06
C0184567,6.48E-05
C0184570,8.49E-06
C0184578,6.12E-06
C0184600,6.36E-06
C0184633,3.88E-05
C0184635,9.35E-06
C0184641,5.82E-06
C0184643,2.98E-05
C0184646,7.34E-06
C0184647,1.74E-05
C0184661,0.001362532
C0184665,5.60E-06
C0184666,0.000264563
C0184673,1.37E-05
C0184713,1.41E-05
C0184786,5.47E-06
C0184794,5.60E-06
C0184820,1.30E-05
C0184821,1.37E-05
C0184893,0.000101275
C0184894,6.36E-06
C0184898,0.000124806
C0184899,1.51E-05
C0184904,1.27E-05
C0184906,1.13E-05
C0184907,1.77E-05
C0184908,2.34E-05
C0184918,1.24E-05
C0184921,2.92E-05
C0184922,1.31E-05
C0184924,1.24E-05
C0184930,7.74E-06
C0184933,7.59E-06
C0184936,5.68E-06
C0184946,6.36E-06
C0184958,8.57E-06
C0184959,8.08E-06
C0184967,4.88E-05
C0184980,1.70E-05
C0185003,7.38E-05
C0185010,4.84E-05
C0185012,8.67E-05
C0185014,8.24E-06
C0185016,8.05E-06
C0185023,8.59E-06
C0185026,6.99E-05
C0185027,0.000137952
C0185033,0.00013442
C0185051,1.19E-05
C0185060,9.74E-06
C0185064,1.04E-05
C0185096,5.80E-06
C0185098,9.87E-06
C0185104,5.61E-06
C0185111,3.71E-05
C0185112,1.03E-05
C0185114,9.56E-06
C0185115,0.000618583
C0185117,2.59E-05
C0185125,5.56E-06
C0185132,7.84E-06
C0185160,1.44E-05
C0185181,1.45E-05
C0185188,1.39E-05
C0185283,1.71E-05
C0185317,6.81E-06
C0185364,1.47E-05
C0185373,2.09E-05
C0185414,5.69E-06
C0185423,5.90E-06
C0185438,6.20E-06
C0185441,1.72E-05
C0185451,1.18E-05
C0185470,5.90E-06
C0185472,2.22E-05
C0185773,5.51E-06
C0185827,9.08E-06
C0185848,6.36E-06
C0185908,1.17E-05
C0186010,7.25E-06
C0186193,1.25E-05
C0186256,8.31E-06
C0186318,6.64E-06
C0186321,1.28E-05
C0186623,5.57E-06
C0186666,2.08E-05
C0187067,1.30E-05
C0187514,7.74E-06
C0187763,6.36E-06
C0187826,8.44E-06
C0187898,1.07E-05
C0187901,8.44E-06
C0187991,5.55E-06
C0188132,5.75E-06
C0188172,7.98E-06
C0188664,1.25E-05
C0188832,9.67E-06
C0188970,1.22E-05
C0189024,2.40E-05
C0189025,7.87E-06
C0189204,5.81E-06
C0189231,1.07E-05
C0189299,2.31E-05
C0189360,1.45E-05
C0189377,8.39E-06
C0189391,3.14E-05
C0189476,3.97E-05
C0189477,1.60E-05
C0189488,1.27E-05
C0189497,9.57E-06
C0189557,1.43E-05
C0189563,1.57E-05
C0189573,7.36E-06
C0189583,1.03E-05
C0189586,5.71E-06
C0189598,6.86E-06
C0189625,6.00E-06
C0189660,5.65E-06
C0189711,8.48E-06
C0189745,2.02E-05
C0189771,8.33E-06
C0189896,1.47E-05
C0189965,1.21E-05
C0190010,1.06E-05
C0190165,1.02E-05
C0190170,8.79E-06
C0190173,5.47E-06
C0190188,1.01E-05
C0190364,2.26E-05
C0190484,1.15E-05
C0190979,3.84E-05
C0191017,5.80E-06
C0191234,1.06E-05
C0191247,5.50E-06
C0191408,7.66E-06
C0191474,1.68E-05
C0191848,6.30E-06
C0191922,9.12E-06
C0191925,1.73E-05
C0192152,5.70E-06
C0192189,5.74E-06
C0192207,6.36E-06
C0192239,8.28E-06
C0192259,7.81E-06
C0192265,6.36E-06
C0192269,5.98E-06
C0192288,5.66E-06
C0192289,2.48E-05
C0192296,5.66E-06
C0192301,5.90E-06
C0192335,8.36E-06
C0192352,1.35E-05
C0192353,6.83E-06
C0192357,7.80E-06
C0192362,2.45E-05
C0192369,2.18E-05
C0192389,5.70E-06
C0192398,1.63E-05
C0192401,1.35E-05
C0192440,4.11E-05
C0192444,5.73E-06
C0192489,1.13E-05
C0192496,1.27E-05
C0192499,3.32E-05
C0192504,1.93E-05
C0192571,6.36E-06
C0192573,8.42E-06
C0192579,1.49E-05
C0192595,2.48E-05
C0192601,5.47E-06
C0192616,8.42E-06
C0192653,5.86E-06
C0192657,5.42E-06
C0192682,6.12E-06
C0192706,5.77E-06
C0192711,2.60E-05
C0192715,1.63E-05
C0192739,8.48E-06
C0192741,7.30E-06
C0192742,1.38E-05
C0192746,1.12E-05
C0192748,1.29E-05
C0192754,1.28E-05
C0192755,9.73E-06
C0192817,9.62E-06
C0192825,9.83E-06
C0192861,3.02E-05
C0192863,6.58E-06
C0192865,1.09E-05
C0192866,5.89E-05
C0192867,6.52E-06
C0192871,8.00E-06
C0192882,9.51E-06
C0192948,5.76E-06
C0192953,5.85E-06
C0192958,7.70E-06
C0192963,5.78E-06
C0192964,8.35E-06
C0192973,6.36E-06
C0193011,1.17E-05
C0193014,7.89E-06
C0193050,6.32E-06
C0193062,4.06E-05
C0193063,1.88E-05
C0193064,6.36E-06
C0193072,1.22E-05
C0193083,7.54E-06
C0193101,1.48E-05
C0193144,7.81E-06
C0193147,5.80E-06
C0193171,5.80E-06
C0193176,3.49E-05
C0193317,5.66E-06
C0193358,5.77E-06
C0193373,2.38E-05
C0193388,9.97E-06
C0193398,7.58E-06
C0193425,2.33E-05
C0193504,8.28E-06
C0193535,5.58E-06
C0193549,5.75E-06
C0193704,6.36E-06
C0193769,2.71E-05
C0193854,5.78E-06
C0193867,1.00E-05
C0193883,3.28E-05
C0193884,9.59E-06
C0193959,1.72E-05
C0193997,1.03E-05
C0194025,6.63E-06
C0194035,9.88E-06
C0194037,1.19E-05
C0194053,1.38E-05
C0194073,2.69E-05
C0194083,6.36E-06
C0194084,1.51E-05
C0194086,5.56E-05
C0194088,2.02E-05
C0194133,5.77E-06
C0194159,1.01E-05
C0194194,1.05E-05
C0194224,9.79E-06
C0194229,6.81E-06
C0194261,1.52E-05
C0194305,7.48E-06
C0194307,2.29E-05
C0194341,5.69E-06
C0194396,6.45E-06
C0194401,3.50E-05
C0194423,5.62E-06
C0194496,5.73E-06
C0194501,5.71E-06
C0194516,6.36E-06
C0194550,1.06E-05
C0194708,6.96E-06
C0194804,5.60E-06
C0194810,7.42E-05
C0194825,6.36E-06
C0194828,5.81E-06
C0194941,5.74E-06
C0194942,6.36E-06
C0194985,1.65E-05
C0195130,1.27E-05
C0195145,6.61E-06
C0195196,9.97E-06
C0195202,1.47E-05
C0195224,1.69E-05
C0195290,1.46E-05
C0195305,7.80E-06
C0195309,6.06E-06
C0195324,6.27E-06
C0195325,6.36E-06
C0195331,1.02E-05
C0195379,6.02E-06
C0195386,1.89E-05
C0195488,1.49E-05
C0195495,2.31E-05
C0195509,1.05E-05
C0195623,5.90E-06
C0195681,1.03E-05
C0195707,2.48E-05
C0195775,6.19E-06
C0195894,6.36E-06
C0195897,1.85E-05
C0195960,6.36E-06
C0196112,1.02E-05
C0196565,5.96E-06
C0196576,6.36E-06
C0196652,1.14E-05
C0196667,6.62E-06
C0196670,1.61E-05
C0196775,9.06E-06
C0196878,6.52E-06
C0196913,7.63E-06
C0196950,7.52E-06
C0197269,1.18E-05
C0197405,1.01E-05
C0197409,5.81E-06
C0197489,5.47E-06
C0197770,5.51E-06
C0198154,9.31E-06
C0198161,9.22E-06
C0198373,5.72E-06
C0198400,6.36E-06
C0198441,5.97E-06
C0198457,8.50E-06
C0198482,4.36E-05
C0198488,1.99E-05
C0198493,2.55E-05
C0198497,9.61E-06
C0198536,8.24E-06
C0198539,8.51E-06
C0198542,3.52E-05
C0198588,5.88E-06
C0198609,5.56E-06
C0198632,6.36E-06
C0198782,6.08E-06
C0198806,5.79E-06
C0198807,2.06E-05
C0198813,8.82E-06
C0199168,1.47E-05
C0199171,5.14E-05
C0199174,8.05E-06
C0199176,0.000724691
C0199178,5.38E-06
C0199182,1.18E-05
C0199219,9.84E-06
C0199220,5.96E-06
C0199230,9.80E-06
C0199231,5.85E-06
C0199236,7.67E-06
C0199242,2.33E-05
C0199243,8.37E-06
C0199244,5.45E-06
C0199358,5.52E-06
C0199415,1.43E-05
C0199438,1.61E-05
C0199447,6.36E-06
C0199451,9.26E-05
C0199467,1.32E-05
C0199470,0.000313516
C0199529,1.28E-05
C0199548,6.24E-06
C0199550,6.36E-06
C0199562,5.80E-06
C0199640,8.10E-06
C0199660,2.48E-05
C0199664,6.36E-06
C0199747,1.16E-05
C0199779,8.26E-05
C0199782,1.10E-05
C0199798,1.90E-05
C0199804,2.92E-05
C0199807,1.03E-05
C0199818,5.85E-06
C0199848,2.15E-05
C0199850,1.59E-05
C0199873,1.29E-05
C0199900,2.28E-05
C0199939,1.18E-05
C0199949,5.85E-06
C0199962,1.19E-05
C0199974,8.49E-06
C0200008,9.06E-06
C0200044,6.36E-06
C0200048,7.35E-06
C0200113,5.45E-06
C0200125,1.51E-05
C0200149,1.40E-05
C0200152,7.50E-06
C0200189,1.15E-05
C0200297,5.94E-06
C0200345,3.66E-05
C0200354,5.66E-06
C0200363,4.39E-05
C0200370,5.95E-06
C0200382,6.21E-06
C0200416,7.59E-06
C0200494,9.61E-06
C0200499,1.43E-05
C0200502,5.85E-06
C0200532,5.55E-06
C0200591,6.36E-06
C0200627,5.48E-06
C0200631,9.19E-06
C0200633,2.02E-05
C0200635,7.74E-06
C0200637,5.58E-06
C0200638,7.74E-06
C0200648,1.16E-05
C0200688,1.07E-05
C0200695,5.82E-06
C0200760,2.42E-05
C0200765,1.20E-05
C0200767,5.87E-06
C0200798,9.74E-06
C0200898,1.11E-05
C0200902,6.15E-06
C0200924,2.63E-05
C0200928,8.26E-06
C0200931,4.39E-05
C0200932,6.68E-05
C0200949,4.04E-05
C0200953,5.64E-06
C0200954,1.02E-05
C0200955,0.000124942
C0201074,1.62E-05
C0201123,7.78E-06
C0201227,9.81E-06
C0201231,5.71E-06
C0201242,5.96E-06
C0201248,5.54E-06
C0201253,9.95E-06
C0201284,3.00E-05
C0201286,5.55E-06
C0201300,1.15E-05
C0201336,5.82E-06
C0201409,5.62E-06
C0201411,8.19E-06
C0201467,5.62E-06
C0201477,5.62E-06
C0201504,7.51E-06
C0201519,9.55E-06
C0201533,5.63E-06
C0201544,8.54E-06
C0201549,5.55E-06
C0201556,5.52E-06
C0201576,1.88E-05
C0201591,9.69E-06
C0201592,6.15E-06
C0201593,5.87E-06
C0201614,9.23E-06
C0201617,7.79E-06
C0201619,5.62E-06
C0201622,1.63E-05
C0201657,2.85E-05
C0201677,2.76E-05
C0201682,1.02E-05
C0201683,9.37E-06
C0201699,2.27E-05
C0201700,5.62E-06
C0201709,4.27E-05
C0201719,9.18E-06
C0201720,6.21E-06
C0201783,1.21E-05
C0201811,2.23E-05
C0201835,5.61E-06
C0201837,7.89E-06
C0201838,5.85E-06
C0201883,5.78E-06
C0201888,1.02E-05
C0201899,5.74E-06
C0201913,5.38E-06
C0201927,7.73E-06
C0201931,7.11E-06
C0201934,5.68E-06
C0201943,7.92E-06
C0201950,7.55E-06
C0201968,8.21E-06
C0201971,2.48E-05
C0201975,7.77E-06
C0202010,1.58E-05
C0202035,5.85E-06
C0202054,2.48E-05
C0202081,8.13E-06
C0202083,5.55E-06
C0202087,1.55E-05
C0202098,5.57E-06
C0202113,9.67E-06
C0202117,7.43E-06
C0202118,1.69E-05
C0202155,1.20E-05
C0202159,7.62E-06
C0202165,5.67E-06
C0202202,9.73E-06
C0202225,5.49E-06
C0202274,5.82E-06
C0202311,5.85E-06
C0202533,1.61E-05
C0202545,7.54E-06
C0202674,5.93E-06
C0202691,2.74E-05
C0202762,5.85E-06
C0202784,6.02E-06
C0202823,0.000254892
C0202850,2.45E-05
C0202890,1.37E-05
C0202910,7.92E-06
C0202951,6.36E-06
C0203005,1.01E-05
C0203057,7.49E-06
C0203071,8.16E-06
C0203075,1.07E-05
C0203083,5.65E-06
C0203126,1.32E-05
C0203306,6.37E-06
C0203378,5.50E-06
C0203408,8.11E-06
C0203418,9.74E-06
C0203597,1.67E-05
C0203607,5.73E-06
C0203608,1.91E-05
C0203634,1.56E-05
C0203640,5.62E-06
C0203668,3.49E-05
C0203683,1.99E-05
C0203713,2.48E-05
C0203769,5.74E-06
C0203779,5.79E-06
C0203851,6.36E-06
C0203860,7.59E-06
C0203939,9.61E-06
C0203969,9.90E-06
C0203991,5.41E-06
C0204027,7.20E-06
C0204032,7.84E-06
C0204066,7.68E-06
C0204096,9.70E-06
C0204097,1.04E-05
C0204116,6.20E-06
C0204126,6.63E-06
C0204159,5.62E-06
C0204193,2.40E-05
C0204217,7.98E-06
C0204324,1.32E-05
C0204452,8.47E-06
C0204512,5.68E-06
C0204514,3.03E-05
C0204523,3.99E-05
C0204524,5.53E-06
C0204525,6.19E-06
C0204581,9.77E-06
C0204592,7.97E-06
C0204601,5.75E-06
C0204636,7.74E-06
C0204692,5.53E-06
C0204695,1.51E-05
C0204700,1.50E-05
C0204709,1.42E-05
C0204727,0.000416403
C0204732,1.26E-05
C0204774,1.25E-05
C0204792,1.42E-05
C0204819,1.48E-05
C0204854,1.31E-05
C0204861,6.52E-06
C0204864,6.36E-06
C0204901,8.21E-06
C0204932,6.65E-06
C0204968,3.44E-05
C0205039,9.15E-05
C0205042,4.45E-05
C0205054,0.000201823
C0205065,8.63E-05
C0205070,2.22E-05
C0205076,1.01E-05
C0205082,0.000523775
C0205090,5.76E-06
C0205095,1.03E-05
C0205097,2.74E-05
C0205098,5.74E-06
C0205099,2.67E-05
C0205100,5.12E-05
C0205101,7.71E-06
